0,699.26,1213.4,1733.8,1390.1,1558.8,1899.5,2484.8,2212.2,2068.9,2339.7,865.97,2339.9,2669.6,2500.9,354.2,174.6,174.51,355.81,527.02,1041.1,1134.3,972.99,755.05,8830.4,9068.5,9467.8,9546.9,9676.4,9312.2,9810,9987.6,10056,10391,10426,10580,8066.6,8189.1,8356.1,8409.6,8667.8,8994.6,9073.8,9034.2,9148.7,10726,11033,10896
699.26,0,514.18,1036.5,690.98,860.05,1204.5,1812.8,1525.3,1376.5,1659.8,167.5,3020.2,3349.4,3179.9,1051.8,872.94,525.62,344.49,172.92,342.59,1832.1,1672.1,1454.2,8229.4,8444.8,8833,8910.1,9036.6,8681.4,9167.7,9344.9,9412.6,9746.8,9781.3,9935,7478.8,7597.8,7762.1,7814.6,8068.9,8391.2,8460.6,8417.4,8522.4,10082,10393,10253
1213.4,514.18,0,529.32,178.91,348.95,701.65,1341.4,1034.5,877.21,1178.7,347.63,3523.2,3851.6,3682,1565.4,1386.8,1039.8,858.54,686.89,173.34,2345.2,2186.1,1968.2,7803.9,7999.6,8377.6,8453,8576.9,8229.7,8705.8,8882.3,8949.9,9282.8,9317.2,9470.5,7065.9,7181.7,7343.4,7395,7645.5,7963.6,8024.3,7978.2,8074.8,9617,9931.4,9790.7
1733.8,1036.5,529.32,0,350.79,182.16,174.5,838.87,515.34,351.35,668.26,873.2,4052.2,4380.7,4211.1,2087.5,1908.2,1559.4,1378,1207.2,701.78,2867.9,2706.5,2488.6,7315.5,7496.9,7868.1,7942.4,8064.5,7722.6,8192.1,8368.2,8435.6,8767.7,8802,8955,6588.1,6701.3,6860.7,6911.5,7158.9,7473.5,7527.9,7479.7,7570.5,9101.4,9417.8,9276.3
1390.1,690.98,178.91,350.79,0,170.05,523.9,1171.9,859.49,700.07,1006.5,525.45,3702.1,4030.5,3860.9,1742.8,1563.9,1216.2,1034.7,863.17,352.07,2522.9,2363.1,2145.2,7642.1,7832.5,8208,8282.9,8406.1,8060.9,8534.5,8710.9,8778.3,9111,9145.3,9298.5,6907.8,7022.7,7183.6,7234.9,7484.4,7801.2,7859.5,7812.7,7907.1,9444.9,9760.2,9619.1
1558.8,860.05,348.95,182.16,170.05,0,356.45,1014.6,695.65,533.24,846.17,695.11,3872.1,4200.5,4030.8,1911.9,1732.8,1384.7,1203.2,1031.8,522.1,2692.1,2531.8,2313.9,7490,7674.9,8047.7,8122.2,8244.7,7901.6,8372.6,8548.8,8616.2,8948.5,8982.8,9135.8,6759.6,6873.5,7033.6,7084.6,7332.9,7648.4,7704.4,7656.7,7748.9,9282.3,9598.3,9456.9
1899.5,1204.5,701.65,174.5,523.9,356.45,0,669.91,342.1,176.85,497.37,1042.9,4222.9,4551.6,4382,2253.6,2074,1725,1543.9,1373.9,873.19,3033.8,2871.2,2653.4,7145.7,7324.3,7694.6,7768.7,7890.6,7549.3,8018,8194.1,8261.4,8593.5,8627.8,8780.8,6420.6,6533.1,6692.1,6742.7,6989.4,7303.3,7356.4,7307.9,7397.6,8927.2,9243.7,9102.1
2484.8,1812.8,1341.4,838.87,1171.9,1014.6,669.91,0,334.19,502.66,174.6,1662.6,4824.2,5153.8,4984.9,2836.7,2658.1,2312.4,2136,1972.8,1504.5,3609.7,3441.9,3226.4,6476.7,6660.9,7036.4,7111.7,7235.5,6889.1,7364.6,7541.2,7608.7,7941.9,7976.3,8129.6,5750.7,5863.2,6022.3,6073,6320.1,6634.7,6689.8,6642.1,6735.3,8276.2,8590.1,8449.6
2212.2,1525.3,1034.5,515.34,859.49,695.65,342.1,334.19,0,169.26,159.59,1368.2,4545.3,4874.5,4705.1,2566.2,2386.7,2038.2,1858.6,1691.1,1203,3344.6,3179.5,2962.3,6804.9,6982.2,7352.8,7427.1,7549.2,7207.3,7677,7853.2,7920.5,8252.8,8287.2,8440.2,6082,6193.9,6352.4,6402.8,6649,6962.2,7014.6,6965.9,7055.6,8586.6,8902.7,8761.3
2068.9,1376.5,877.21,351.35,700.07,533.24,176.85,502.66,169.26,0,328.2,1216.4,4396.1,4725.1,4555.5,2423.1,2243.5,1894.5,1713.9,1544.7,1048,3202.9,3039.4,2821.7,6973.8,7149.6,7518.7,7592.7,7714.3,7373.8,7841.6,8017.7,8085,8417,8451.3,8604.2,6251.2,6363.1,6521.5,6572,6818,7131,7182.8,7133.9,7222.6,8750.6,9067.3,8925.6
2339.7,1659.8,1178.7,668.26,1006.5,846.17,497.37,174.6,159.59,328.2,0,1506.2,4676.9,5006.4,4837.3,2692.9,2513.8,2166.4,1988.3,1822.8,1344.6,3469,3302.5,3086.1,6648.3,6828.9,7201.9,7276.6,7399.6,7055.5,7528,7704.3,7771.8,8104.5,8138.9,8292.1,5923.9,6036.1,6194.9,6245.4,6492.1,6805.9,6859.6,6811.5,6902.8,8438.6,8753.6,8612.6
865.97,167.5,347.63,873.2,525.45,695.11,1042.9,1662.6,1368.2,1216.4,1506.2,0,3180,3508.8,3339.2,1217.8,1039.2,692.72,511.83,340.38,175.22,1997.6,1838.5,1620.6,8098.3,8306.7,8691.3,8767.8,8893.3,8541,9023.6,9200.6,9268.2,9602,9636.4,9790,7352.1,7470,7633.4,7685.6,7938.6,8259.5,8325.7,8281.5,8383.5,9936.6,10249,10109
2339.9,3020.2,3523.2,4052.2,3702.1,3872.1,4222.9,4824.2,4545.3,4396.1,4676.9,3180,0,329.65,161.85,1990.3,2167.4,2511.8,2688.8,2854.5,3350.5,1241.7,1414,1617.2,11113,11376,11786,11867,11999,11627,12135,12313,12381,12717,12752,12906,10334,10461,10631,10685,10948,11279,11370,11335,11459,13053,13356,13220
2669.6,3349.4,3851.6,4380.7,4030.5,4200.5,4551.6,5153.8,4874.5,4725.1,5006.4,3508.8,329.65,0,169.67,2319.8,2497.1,2841.4,3018.3,3183.9,3679,1567.6,1739.9,1945,11436,11702,12114,12195,12327,11954,12463,12641,12709,13045,13080,13234,10656,10783,10953,11008,11271,11603,11695,11660,11786,13381,13683,13548
